Ticker,Headline,Sentiment
WIPRO.NS,Wipro Limited (WIT) Gains Due to Share Buyback Program and ServiceNow Partnership - Yahoo Finance,-0.09821428571428571
WIPRO.NS,"Bloodbath in tech companies... Wipro, TCS, Infosys tank - Rediff",0.0
WIPRO.NS,Wipro acquires additional 20% stake in Aggne Global for $2.1 million; stock hits 52-week low - Upstox,0.0
WIPRO.NS,"Infosys, Wipro ADRs crash up to 10% overnight; IT stocks set for weak start after Accenture’s guidance... - Moneycontrol.com",-0.375
WIPRO.NS,"Why IT stocks crashed today: Nifty IT, Infosys, TCS, Wipro slump as Accenture drags - BusinessLine",0.0
WIPRO.NS,"Infosys, TCS, Wipro, other IT stocks fall up to 3% after Fed's hawkish tone. What's ahead? - The Economic Times",0.037500000000000006
WIPRO.NS,"Infosys ADR, Wipro ADR slip up to 10% after Accenture cuts growth guidance - Mint",0.0
WIPRO.NS,"IT shares trade weak; Infy, TCS, HCL Tech, Wipro slip up to 2%; here's why - Business Standard",-0.1875
WIPRO.NS,"Explained - Why Infosys, TCS, HCLTech and other IT stocks fell up to 8% after Accenture results - CNBC TV18",-0.125
WIPRO.NS,"TCS, Infosys, Wipro, other IT stocks crash up to 8% as Accenture lowers FY26 guidance - The Economic Times",0.037500000000000006
WIPRO.NS,Wipro Limited (WIT) Gains Due to Share Buyback Program and ServiceNow Partnership - Yahoo Finance,-0.09821428571428571
WIPRO.NS,"Bloodbath in tech companies... Wipro, TCS, Infosys tank - Rediff",0.0
WIPRO.NS,Wipro acquires additional 20% stake in Aggne Global for $2.1 million; stock hits 52-week low - Upstox,0.0
WIPRO.NS,"Infosys, Wipro ADRs crash up to 10% overnight; IT stocks set for weak start after Accenture’s guidance... - Moneycontrol.com",-0.375
WIPRO.NS,"Why IT stocks crashed today: Nifty IT, Infosys, TCS, Wipro slump as Accenture drags - BusinessLine",0.0
WIPRO.NS,"Infosys, TCS, Wipro, other IT stocks fall up to 3% after Fed's hawkish tone. What's ahead? - The Economic Times",0.037500000000000006
WIPRO.NS,"Infosys ADR, Wipro ADR slip up to 10% after Accenture cuts growth guidance - Mint",0.0
WIPRO.NS,"IT shares trade weak; Infy, TCS, HCL Tech, Wipro slip up to 2%; here's why - Business Standard",-0.1875
WIPRO.NS,"Explained - Why Infosys, TCS, HCLTech and other IT stocks fell up to 8% after Accenture results - CNBC TV18",-0.125
